LOB,CoverageCode,CoverageName,VariableCode,VariableName
WCMLine,WCMConsentToRate,Consent to Rate,WCMConsentRateFactor,Factor
WCMLine,WCMInsolventInsurerRatingAdjPlanEndorsement,Insolvent Insurer Rating Adjustment Plan Endorsement,WCMInsolventInsurerRatingAdjPlanEffDateTerm,Effective Date
WCMLine,WCMInsolventInsurerRatingAdjPlanEndorsement,Insolvent Insurer Rating Adjustment Plan Endorsement,WCMInsolventInsurerRatingAdjTerm,Rating Adjustment Percentage
WCMLine,WCMEmplLeasingCompanyExclEndorsement,Employee Leasing Company Exclusion Endorsement,NA,NA
WCMLine,WCMRejectionOfCovEndorsement,Kentucky Rejection Of Coverage Endorsement,NA,NA
WCMLine,WCMNoticeOfCancellationOrMaterialCovChange,Notice Of Cancellation Or Material Coverage Change To Designated Governmental Entity Endorsement,NA,NA
WCMLine,WCMEmplLeasingProfessionalEmployerClientExclEndors,Montana Employee Leasing/Professional Employer Client Exclusion Endorsement,NA,NA
WCMLine,WCMFloridaNonCooperationWithPremiumEndorsement,Florida Non-Cooperation With Premium Audit Endorsement,WCMBasisOfAuditNoncomplianceCharge_FL,Basis of Audit Noncompliance Charge
WCMLine,WCMFloridaNonCooperationWithPremiumEndorsement,Florida Non-Cooperation With Premium Audit Endorsement,WCMNoncomplianceChargeMultiplier_FL,Maximum Audit Noncompliance Charge Multiplier
WCMLine,WCMEmployersLiabCovAmendatoryEndorsement,Oklahoma Employers Liability Amended Coverage Endorsement,NA,NA
WCMLine,WCMProfessionalEmployerOrganizationMultipleCoordi1,Nebraska Professional Employer Organization (PEO) Multiple Coordinated Policy Endorsement For Policy Covering The Client,NA,NA
WCMLine,WCMRealEstateManageEndorsement,Real Estate Management Endorsement - Pennsylvania,WCMNameID21,Managing Agent
WCMLine,WCMRealEstateManageEndorsement,Real Estate Management Endorsement - Pennsylvania,WCMDescribedPremises,Described Premises
WCMLine,WCMRegulatorySurcharge,Regulatory Surcharge,NA,NA
WCMLine,WCMProfessionalEmployerOrganizationExecutiveEmplEx,Texas Professional Employer Organization (PEO) Executive Employee Exclusion Endorsement,NA,NA
WCMLine,WCMSafetyIncentiveCredit_Ext,Safety Incentive Program Premium Credit,WCMSafetyIncentiveFactor_Ext,Program Year
WCMLine,WCMMedicalBenefitsExcl,Medical Benefits Exclusion,NA,NA
WCMLine,WCMExclOfExecutiveOfficersEndorsement,Exclusion Of Executive Officers Endorsement - Pennsylvania,NA,NA
WCMLine,WCMPendingLossCostAndAssignedRiskRateEndorsement,Tennessee Pending Loss Cost And Assigned Risk Rate Endorsement,NA,NA
WCMLine,WCMVolunteerWorkerEndorsement,Volunteer Workers Endorsement,WCMMinHourlyWage,Minimum Hourly Wage
WCMLine,WCMVolunteerWorkerEndorsement,Volunteer Workers Endorsement,WCMHourlyWage,Hourly Wage
WCMLine,WCMSelfInsurancePlanTermination_Ext,Self-Insurance Plan Termination,NA,NA
WCMLine,WCMProfessionalEmployerOrganizationMasterPolicyEnd,Professional Employer Organization (PEO) Master Policy Endorsement,NA,NA
WCMLine,WCMFireAndCasualtySurcharge,Fire And Casualty Surcharge,NA,NA
WCMLine,WCMDepartmentOfIndustrialAccidentAssessment,Department Of Industrial Accident Assessment,NA,NA
WCMLine,WCMSoleProprietorsPartnersOfficersMembersOfLLCAndO,"IL Sole Proprietors,Partners,Officers,Members Of LLC,And Other Excluded Employees And Employments Exclusion Endorsement",NA,NA
WCMLine,WCMPartnershipCoverageExclEndorsementCA,California Partnership Coverage Exclusion Endorsement,NA,NA
WCMLine,WCMCertifiedWorkplaceMedicalPlan,Certified Workplace Medical Plan,NA,NA
WCMLine,WCMIncrLmtsForDomesticServant,Incr Limits For Domestic Servants,NA,NA
WCMLine,WCMLaborContractorEndorsementA,Labor Contractor Endorsement,WCMUnavailableState_ext7,Unavailable States
WCMLine,WCMLaborContractorEndorsementA,Labor Contractor Endorsement,WCMAvailableState_ext7,Available States
WCMLine,WCMProfessionalEmployerOrganizationClientEndorseme,Texas Professional Employer Organization (PEO) Client Endorsement,NA,NA
WCMLine,WCMDefenseBaseActCovEndorsementA,Defense Base Act Coverage Endorsement,WCMDefenseBaseDesc_Ext,Description of Work
WCMLine,WCMDefenseBaseActCovEndorsementA,Defense Base Act Coverage Endorsement,WCMAvailableState_ext1,Available States
WCMLine,WCMDefenseBaseActCovEndorsementA,Defense Base Act Coverage Endorsement,WCMUnavailableState_ext1,Unavailable States
WCMLine,WCMWorkersCompensationFraudAccountCA,State Fraud Investigation and Prosecution Surcharge,NA,NA
WCMLine,WCMPrincipalAsAdditionalInsured,Principal As Additional Insured - Pennsylvania,WCMOps,Operations
WCMLine,WCMPrincipalAsAdditionalInsured,Principal As Additional Insured - Pennsylvania,WCMPrincipal,Principal
WCMLine,WCMSafetyIncentivePlan,Safety Incentive Plan,NA,NA
WCMLine,WCMCAInsuranceGuaranteeAssociation,California Insurance Guarantee Association,NA,NA
WCMLine,WCMWorkplaceSafetyCredit,Workplace Safety Credit,WCMFactor10,Factor
WCMLine,WCMWorkplaceSafetyCredit,Workplace Safety Credit,WCMEligibilityDate,Eligibility Date
WCMLine,WCMWorkplaceSafetyCredit,Workplace Safety Credit,WCMNameOfEmployer,Name of Employer
WCMLine,WCMAccidentDedEndorsement,Texas Accident Deductible Endorsement,WCMAccidentDedAmount,Per-Accident Deductible Amount
WCMLine,WCMPerClaimBenefitsDedEndorsement,Per Claimant Benefits Deductible Endorsement,NA,NA
WCMLine,WCMSecondInjuryFund,Second Injury Fund,NA,NA
WCMLine,WCMFlexibleRatingAdjustment,Flexible Rating Adjustment,WCMFactor14,Factor
WCMLine,WCMReturntoWorkCredit_Ext,Return-To-Work Program Premium Credit,WCMReturnToWorkProgramYear_Ext,Program Year
WCMLine,WCMSoleProprietorsPartnersOfficersAndOthersCovEndo,"Sole Proprietors, Partners, Officers And Others Coverage Endorsement",WCMAvailableState_ext24,Available States
WCMLine,WCMSoleProprietorsPartnersOfficersAndOthersCovEndo,"Sole Proprietors, Partners, Officers And Others Coverage Endorsement",WCMUnavailableState_ext24,Unavailable States
WCMLine,WCMUSLHAssessment,USLH Assessment,NA,NA
WCMLine,WCMRateChangeEndorsement,Rate Change Endorsement,WCMAvailableState_ext22,Available States
WCMLine,WCMRateChangeEndorsement,Rate Change Endorsement,WCMUnavailableState_ext22,Unavailable States
WCMLine,WCMMultiPolicyCredit_Ext,Multi-Policy Credit,WCMFactor20,Factor
WCMLine,WCMMEBoardAdministrativeFund,Maine Board Administrative Fund,NA,NA
WCMLine,WCMDesignatedEmplExcl,Designated Employees Exclusion,WCMDesignatedEmplExclWCMPolicyholderAffirmed,Policyholder has affirmed in writing that other coverage is secured or the entity is lawfully uninsured
WCMLine,WCMDesignatedEmplExcl,Designated Employees Exclusion,WCMDesignatedEmplExclLIabilityLawfully,Liability is lawfully uninsured
WCMLine,WCMDesignatedEmplExcl,Designated Employees Exclusion,WCMDesignatedEmplExclWCMLiabilityLawfully,Liability is lawfully uninsured
WCMLine,WCMDesignatedEmplExcl,Designated Employees Exclusion,WCMPolicyholderHasAffirmedInWriting,Policyholder has affirmed in writing that other coverage is secured or the entity is lawfully uninsured
WCMLine,WCMNotificationEndorsement,Hawaii Notification Endorsement,WCMCategoryALossControl,"(5) Loss control and administrative costs, attorney's fees of the insurer, the c"
WCMLine,WCMNotificationEndorsement,Hawaii Notification Endorsement,WCMCategoryAMedicalCare,"(1) Medical care, services, and supplies"
WCMLine,WCMNotificationEndorsement,Hawaii Notification Endorsement,WCMCategoryBWageLossBenefits,"(2) Wage loss benefits including temporary total, temporary partial, and permane"
WCMLine,WCMNotificationEndorsement,Hawaii Notification Endorsement,WCMCategoryADeathBenefits,(4) Death benefits
WCMLine,WCMNotificationEndorsement,Hawaii Notification Endorsement,WCMCategoryAAllOther,"(6) Production costs, general expense, premium tax, Special Compensation Fund, m"
WCMLine,WCMNotificationEndorsement,Hawaii Notification Endorsement,WCMCategoryBDeathBenefits,(4) Death benefits
WCMLine,WCMNotificationEndorsement,Hawaii Notification Endorsement,WCMCategoryAWageLossBenefits,"(2) Wage loss benefits including temporary total, temporary partial, and permane"
WCMLine,WCMNotificationEndorsement,Hawaii Notification Endorsement,WCMCategoryBAllOther,"(6) Production costs, general expense, premium tax, Special Compensation Fund, m"
WCMLine,WCMNotificationEndorsement,Hawaii Notification Endorsement,WCMCategoryAIndemnityBenefits,(3) Indemnity benefits for permanent partial disability
WCMLine,WCMNotificationEndorsement,Hawaii Notification Endorsement,WCMCategoryBMedicalCare,"(1) Medical care, services, and supplies"
WCMLine,WCMNotificationEndorsement,Hawaii Notification Endorsement,WCMCategoryBLossControl,"(5) Loss control and administrative costs, attorney's fees of the insurer, the c"
WCMLine,WCMNotificationEndorsement,Hawaii Notification Endorsement,WCMCategoryBIndemnityBenefits,(3) Indemnity benefits for permanent partial disability
WCMLine,WCMLaborContractorProfessionalEmployerOrganization,Montana Labor Contractor/Professional Employer Organization Exclusion Endorsement,NA,NA
WCMLine,WCMPropertyAndCasualtyGuarantyAssociationEndorseme,Missouri Property and Casualty Guaranty Association Notification Endorsement,NA,NA
WCMLine,WCMQualifiedLossManageProgramEndorsement,Massachusetts Qualified Loss Management Program Endorsement,WCMSubscriptionDate,Subscription Date
WCMLine,WCMQualifiedLossManageProgramEndorsement,Massachusetts Qualified Loss Management Program Endorsement,WCMLossManageProgram,Name of Qualified Loss Management Program
WCMLine,WCMQualifiedLossManageProgramEndorsement,Massachusetts Qualified Loss Management Program Endorsement,WCMCreditFactor1,Credit Factor
WCMLine,WCMQualifiedLossManageProgramEndorsement,Massachusetts Qualified Loss Management Program Endorsement,WCMEligibilityDate1,Eligibility Date
WCMLine,WCMDesigSiteCovEndorsement_Ext,Designated Construction Site Coverage Endorsement - MI,NA,NA
WCMLine,WCMOutstandingRateDecreaseIncrease_Ext,Outstanding Rate Decrease/Increase,WCMOutstandingRateFactor_Ext,Factor
WCMLine,WCMSupplementalBenefitsFundEndorsement,Maine Supplemental Benefits Fund Endorsement,WCMSurcharge,Surcharge:
WCMLine,WCMNYConstructionClassificationPremiumAdjustment_Ext,New York Construction Classification Premium Adjustment Endorsement,NA,NA
WCMLine,WCMStrikeDuty,Strike Duty,WCMNumberEmpls,Number Of Employees On Strike
WCMLine,WCMStrikeDuty,Strike Duty,WCMDaysOnStrike,Number Of Days On Strike
WCMLine,WCMForeignCovEndorsement,Foreign Coverage Endorsement - Wisconsin,NA,NA
WCMLine,WCMAlternateEmployerEndorsementA,Alternate Employer Endorsement,WCMUnavailableState_ext,Unavailable States
WCMLine,WCMAlternateEmployerEndorsementA,Alternate Employer Endorsement,WCMAvailableState_ext,Available States
WCMLine,WCMNonratableIncrLmts,Nonratable Incr Limits,NA,NA
WCMLine,WCMBalanceToMinPremium,Balance To Minimum Premium,NA,NA
WCMLine,WCMAssumptionOfLiabEndorsement,Assumption Of Liability Endorsement,WCMContractTerm,Policy Period:
WCMLine,WCMAssumptionOfLiabEndorsement,Assumption Of Liability Endorsement,WCMPolicyIssuedBy,Policy Issued By:
WCMLine,WCMAssumptionOfLiabEndorsement,Assumption Of Liability Endorsement,WCMIssueTo,Name of Insured:
WCMLine,WCMAssumptionOfLiabEndorsement,Assumption Of Liability Endorsement,WCMPolicyNumber2,Policy Number:
WCMLine,WCMPolicyDefinitionEndorsement,Massachusetts Policy Definition Endorsement,NA,NA
WCMLine,WCMSafetyCertification,Safety Certification,WCMFactor11,Factor
WCMLine,WCMExpansionEndorsement_EXT,Workers Compensation Expansion Endorsement,NA,NA
WCMLine,WCMPerAccidentOrPerDiseaseBenefitsDedEndorsement,New Hampshire Per Accident Or Per Disease Benefits Deductible Endorsement,NA,NA
WCMLine,WCMPolicyInformationPageEndorsement,Policy Information Page Endorsement,WCMAvailableState_ext20,Available States
WCMLine,WCMPolicyInformationPageEndorsement,Policy Information Page Endorsement,WCMUnavailableState_ext20,Unavailable States
WCMLine,WCMLongshoreAndHarborWCMensationActCovEndorsementA,Longshore And Harbor Workers' Compensation Act Coverage Endorsement,WCMUnavailableState_ext8,Unavailable States
WCMLine,WCMLongshoreAndHarborWCMensationActCovEndorsementA,Longshore And Harbor Workers' Compensation Act Coverage Endorsement,WCMAvailableState_ext8,Available States
WCMLine,WCMPackageCredit,Package Credit,WCMFactor9,Factor
WCMLine,WCMModeledRatingFactor,Modeled Rating Factor,WCMFactor16,Factor
WCMLine,WCMMultipleCoordinatedPolicyEndorsement,Multiple Coordinated Policy Endorsement,WCMAvailableState_ext13,Available States
WCMLine,WCMMultipleCoordinatedPolicyEndorsement,Multiple Coordinated Policy Endorsement,WCMUnavailableState_ext13,Unavailable States
WCMLine,WCMWorkBasedLearningProgramPremiumCredit,Work Based Learning Program Premium Credit,WCMNumberOfStudents,Number of Students
WCMLine,WCMLargeRiskAltRatingOption,Large Risk Alterative Rating Option (LRARO),LRAROFactor,LRARO Factor
WCMLine,WCMInclusionExecOfficerEndorsement_Ext,New York Inclusion of Executive Officer Endorsement,NA,NA
WCMLine,WCMEmployerPaidMedicalEndorsement,Employer-Paid Medical Endorsement,WCMSplitPointAmount,20% of the Current Primary and Excess Loss Split Point Amount
WCMLine,WCMNYStateAssessment_Ext,State Assessment,NA,NA
WCMLine,WCMPartnersOfficersAndOthersExclEndorsement,"Partners, Officers And Others Exclusion Endorsement",WCMAvailableState_ext32,Available States
WCMLine,WCMStatePremiumDiscount,State Premium Discount,NA,NA
WCMLine,WCMDesignatedMedicalProvider,Designated Medical Provider,NA,NA
WCMLine,WCMNetworkCredit,Network Credit,WCMFactor17,Factor
WCMLine,WCMRuralElectrificationCooperativeLoanedEmplEndors,Wisconsin Rural Electrification Cooperative Loaned Employee Endorsement,NA,NA
WCMLine,WCMMNSpecialCompFundAssmt,Minnesota Special Compensation Fund Assessment,NA,NA
WCMLine,WCMAdvanceNoticeOfCancellationToTheProfessionalEmp,Texas Advance Notice Of Cancellation To The Professional Employer Organization (PEO),NA,NA
WCMLine,WCMStateFedEmployersLiabActIncrLmtsMinPremium,State Federal Employers Liability Act Incr Limits Minimum Premium,NA,NA
WCMLine,WCMProfessionalEmployerOrganizationEndorsement,Professional Employer Organization Endorsement,NA,NA
WCMLine,WCMComprehensivePersonalLiabExcl,Comprehensive Personal Liability Policy Exclusion,NA,NA
WCMLine,WCMEmplInsuredGenlEmployerExcl,Employee Insured by General Employer Excluded,NA,NA
WCMLine,WCMSupplementalDiseasePremium,Supplemental Disease Premium,WCMSupplementalDiseaseLoading,Supplemental Disease Adjustment
WCMLine,WCMSupplementalDiseasePremium,Supplemental Disease Premium,WCMManualPremium1,Manual Premium Adjustment
WCMLine,WCMSmallDedEndorsement,Iowa Medical Deductible Program-Carrier Reimbursed Deductible Endorsement,WCMDedAmount2,Deductible Amount
WCMLine,WCMWaiverOfOurRightToRecoverFromOthersEndorsementC,Blanket Waiver of Subrogation,NA,NA
WCMLine,WCMCatastropheOthThanCertifiedActsOfTerrPremiumEnd,Catastrophe (Other Than Certified Acts of Terrorism) Premium Endorsement,NA,NA
WCMLine,ILKoteckiWaiver,Illinois Kotecki Waiver,NA,NA
WCMLine,WCMEmplLeasingClientEndorsement,Employee Leasing Client Endorsement,WCMAvailableState_ext2,Available States
WCMLine,WCMEmplLeasingClientEndorsement,Employee Leasing Client Endorsement,WCMUnavailableState_ext2,Unavailable States
WCMLine,WCMNoticeOfMaterialChangeEndorsement,Texas Notice Of Material Change Endorsement,WCMMailedNotice,Notice Will be Mailed To
WCMLine,WCMNoticeOfMaterialChangeEndorsement,Texas Notice Of Material Change Endorsement,WCMDaysAdvanceNotice,Number of Days Advance Notice
WCMLine,WCMEmplLeasingCompanyEndorsement,Wisconsin Employee Leasing Company Endorsement - Master Policy,NA,NA
WCMLine,WCMGroupPurchaseOfWCMensationInsuranceEndorsement,Texas Group Purchase Of Workers Compensation Insurance Endorsement,WCMApprovalCertificateNumber,Certificate of Approval Number
WCMLine,WCMWaiverOfOurRightToRecoverFromOthersEndorsement4,Waiver Of Our Right To Recover From Others Endorsement Detail Minimum Premium,NA,NA
WCMLine,WCMLossCostChangeEndorsement,Kansas Loss Cost Change Endorsement,NA,NA
WCMLine,WCMWaiverOfOurRightToRecoverFromOthersEndorsement5,Waiver Of Our Right To Recover From Others Endorsement Detail Coverage Non Ratable,WCMManualPremium8,NonRatable Manual Premium
WCMLine,WCMLimLiabCovExclEndorsementCA,California Limited Liability Coverage/Exclusion Endorsement,NA,NA
WCMLine,WCMLaborContractorRestrCvgClientWorker,Labor Contractor as Named Insured - Restriction of Coverage to Client Workers,NA,NA
WCMLine,WCMWaiverOfOurRightToRecoverFromOthersEndorsement2,Waiver Of Our Right To Recover From Others Endorsement Detail Coverage Admiralty And FELA,WCMManualPremium4,Admiralty/FELA Manual Premium
WCMLine,WCMWaiverOfOurRightToRecoverFromOthersEndorsement3,Waiver Of Our Right To Recover From Others Endorsement Detail Coverage Non Admiralty And FELA,WCMManualPremium7,Non Admiralty/FELA Manual Premium
WCMLine,WCMNoticeOfCancellationClause_Ext,Notice of Cancellation Clause,WCMUnavailableState_ext17,Unavailable States
WCMLine,WCMNoticeOfCancellationClause_Ext,Notice of Cancellation Clause,WCMNoticeOfCancellationReason,Notice of Cancellation Reason
WCMLine,WCMNoticeOfCancellationClause_Ext,Notice of Cancellation Clause,WCMDaysNoticeWillBeGivenForNoticeOfCancellation,Days notice will be given for notice of cancellation
WCMLine,WCMNoticeOfCancellationClause_Ext,Notice of Cancellation Clause,WCMAvailableState_ext17,Available States
WCMLine,WCMClassClassCode,Class Class Code,NA,NA
WCMLine,WCMDesignatedOperations,Designated Operations Coverage,WCMDesignatedOperationsPolicyholderAffirmed,Policyholder has affirmed in writing that other coverage is secured or the entity is lawfully uninsured
WCMLine,WCMDesignatedOperations,Designated Operations Coverage,WCMDesignatedOperationsPLiabilityLawfully,Liability is lawfully uninsured
WCMLine,WCMSafetyDevice,Safety Device Coverage,NA,NA
WCMLine,WCMForeignVoluntaryCompensationAndEmployersLiabCov,Foreign Voluntary Compensation And Employers Liability Coverage Endorsement,NA,NA
WCMLine,WCMPEOExclEndorsement,Virginia PEO Exclusion Endorsement,NA,NA
WCMLine,WCMInsufficientFundsEndorsement,Florida Insufficient Funds Endorsement,WCMInsufficientFundsFee,Insufficient Funds Fee
WCMLine,WCMUninsuredEmployer,Uninsured Employer,NA,NA
WCMLine,WCMExpenseConstant,Expense Constant,NA,NA
WCMLine,WCMExclOfCovForLeasedEmplsEndorsement,Massachusetts Exclusion Of Coverage For Leased Employees Endorsement (Labor Contractors),NA,NA
WCMLine,WCMEmplLeasingLaborContractorExclEndorsement,New Jersey Employee Leasing Labor Contractor Exclusion Endorsement,NA,NA
