LOB,CoverageCode,CoverageName
WCMLine,WCMCertifiedRiskManageProgram,Certified Risk Management Program
WCMLine,WCMApprenticeshipCreditProgram,Apprenticeship Credit Program
WCMLine,WCMWaiverOfOurRightToRecoverFromOthersEndorsementD,Waiver Of Our Right To Recover From Others Endorsement Detail
WCMLine,WCMCoinsuranceAndDedEndorsement,Coinsurance and Deductible Endorsement
WCMLine,WCMEmplLeasingCompanyClientMailingAddressEndorseme,Wisconsin Employee Leasing Company Client Mailing Address Endorsement
WCMLine,WCMSolePropietorsCovEndorsementCA,California Sole Proprietors Coverage Endorsement
WCMLine,WCMContractHaulingWarrantyEndorsement,Arkansas Contract Hauling Warranty Endorsement
WCMLine,WCMWCMensationPremiumAdjustmentProgramForQualifyin,New Mexico Workers Compensation Premium Adjustment Program For Qualifying Classifications Endorsement
WCMLine,WCMEmplLeasingCompanyExtensionEndorsement,Florida Employee Leasing Company Extension Endorsement
WCMLine,WCMVoluntaryCompensationFedEmployersLiabActCovEndo,New Jersey Voluntary Compensation Federal Employers' Liability Act Coverage Endorsement
WCMLine,WCMExecutiveOfficerExclusion_Ext,New York Executive Officers Exclusion Endorsement
WCMLine,WCMMultipleCoordinatedPolicyEndorsementA,Multiple Coordinated Policy Endorsement
WCMLine,WCMUninsuredEmployersBenefitsTrustFundCA,Uninsured Employers Benefit Trust Fund
WCMLine,WCMCoinsuranceEndorsement,Coinsurance Endorsement
WCMLine,WCMAdditionalBenefitsEndorsement,Virginia Additional Benefits Endorsement
WCMLine,WCMContingentExperienceRatingModificationFactorEnd,Contingent Experience Rating Modification Factor Endorsement
WCMLine,WCMInsuranceCompanyAsInsuredEndorsement,Insurance Company As Insured Endorsement
WCMLine,WCMOilGasOrOtherMineralOpsOnOrOverWaterCovIncrLmts,Oil Gas Or Other Mineral Operations On Or Over Water Coverage Incr Limits
WCMLine,WCMResidingRelativesExcl,Residing Relatives Exclusion
WCMLine,WCMAlternateEmployerEndorsementExcludingEmployersL,Alternate Employer Endorsement (Excluding Employers Liability Coverage)
WCMLine,WCMDesignatedLocationsExcl,Designated Locations Exclusion
WCMLine,WCMEmplLeasingCompanyEndorsementMultipleCoordinate,Wisconsin Employee Leasing Company Endorsement - Multiple Coordinated Policy (MCP)
WCMLine,WCMCovrdEmplExclEndorsementForPolicyCoveringDirect,Texas Covered Employee Exclusion Endorsement For Policy Covering Direct Employees Of A Client
WCMLine,WCMOccasionalPrivateResidenceExposure,Occasional Private Residence Exposure
WCMLine,WCMNoticeOfCancellationAndNonrenewalToOthersEndors,Florida Notice Of Cancellation And Nonrenewal To Others Endorsement
WCMLine,WCMMeritRatingEndorsement,Merit Rating Endorsement
WCMLine,WCMExperienceRatingModificationFactorEndorsement,Experience Rating Modification Factor Endorsement
WCMLine,WCMAcquisitionExpenseDiscount,Acquisition Expense Discount
WCMLine,WCMExperienceMod,Experience Mod
WCMLine,WCMExclOfAdditionalMesotheliomaBenefitsEndorsement,Missouri Exclusion Of Additional Mesothelioma Benefits Endorsement
WCMLine,WCMAKContractingClassificationPremiumAdjustmentEnd,Alaska Contracting Classification Premium Adjustment Endorsement
WCMLine,WCMManagedCare_Ext,Managed Care
WCMLine,WCMControlledInsuranceProgramEndorsement,North Carolina Controlled Insurance Program - Amendatory Endorsement
WCMLine,WCMFLRuralUtilitiesServiceEndorsement,Florida Rural Utilities Service Endorsement
WCMLine,WCMRealEstateSalespersonsEndorsement,Wisconsin Real Estate Salespersons Endorsement
WCMLine,WCMParticipatingProvisionEndorsement,New Jersey Participating Provision Endorsement
WCMLine,WCMExecutiveOfficersSoleProprietorsPartnersMembers,"Iowa Executive Officers, Sole Proprietors, Partners, Members And Mgrs Of Lmtd Liability Cos And Others, Ben Level Selection Endt"
WCMLine,WCMPendingLossCostEndorsement,Kansas Pending Loss Cost Endorsement
WCMLine,WCMStateExpenseConstant,State Expense Constant
WCMLine,WCMRatingEffDtEndorsement,Rating Effective Date Endorsement
WCMLine,WCMAlcoholAndDrugFreeWorkplacePremiumCreditEndorse,Alcohol And Drug Free Workplace Premium Credit Endorsement
WCMLine,WCMSpouseOfInsuredEndorsement,Spouse Of Insured Endorsement - Pennsylvania
WCMLine,WCMRiskModelingPlan,Risk Modeling Plan
WCMLine,WCMNotificationOfAdditionalMesotheliomaBenefitsEnd,Missouri Notification Of Additional Mesothelioma Benefits Endorsement
WCMLine,WCMClass,Class Coverage
WCMLine,WCMSolePropLLCExclEndors_Ext,"New York Sole Proprietors, Partners and Members of LLC's, PSLC's, RLLP's, etc. Exclusion  Endorsement"
WCMLine,WCMMOSecondInjFundAssessment,Second Injury Fund Surcharge
WCMLine,WCMALMeritRatingEndorsement,Alabama Merit Rating Endorsement
WCMLine,WCMCAAffinityGroupDiscount,Group Discount
WCMLine,WCMWrapUpConstructionProjectEndorsement,Connecticut Wrap-Up Construction Project Endorsement
WCMLine,WCMStateAssessment,State Assessment
WCMLine,WCMTotalPremium,Total Premium
CPLine,CPBldgExtraExpenseCov,Extra Expense Coverage
CPLine,CPBPPCov,Business Personal Property Coverage
CPLine,CPBldgBusIncomeCov,Business Income Coverage
CPLine,CPBlanketCov,CPBlanket Coverage
CPLine,CPBldgCov,Building Coverage
CPLine,CPBldgStockCov,Business Personal Property - Separation of Coverage (Stock)
BOPLine,BOPFuncPerPropCov,Functional Business Personal Property
BOPLine,BOPFDService,FD Service Contract
BOPLine,BOPBuildingCov,Building
BOPLine,BOPVacancyChangeCov,Vacancy Change Coverage
BOPLine,BOPCondoUnitOwnCov,Condo Unit Owner
BOPLine,BOPMoneySecCov,Money and Securities
BOPLine,BOPFuneralDirCov,Funeral Director Liability
BOPLine,BOPNonOwnedAutoCov,Non-owned Auto Liability
BOPLine,BOPSpoilageCov,Spoilage
BOPLine,BOPMedExpCov,Premises Medical Expense
BOPLine,BOPPharmacistCov,Pharmacist Limited Liability Coverage
BOPLine,BOPLeasedWorkerInjCov,Leased Workers - Injury Coverage
BOPLine,BOPReceivablesCov,Accounts Receivable
BOPLine,BOPMotelCov,Motel Coverage
BOPLine,BOPWaiveInsurToValue,Waive Insurance to Value
BOPLine,BOPLiquorCov,Liquor Liability Coverage
BOPLine,BOPValuablePapersCov,Valuable Papers
BOPLine,BOPBurgRobCov,Burglary and Robbery
BOPLine,BOPPersonalEffects,Personal Effects
BOPLine,BOPEmpBenExtRpting,Employee Benefits Extended Reporting
BOPLine,BOPComputerFraudCov,Computer/Funds Transfer Fraud
BOPLine,BOPCAEqBldgRecCov,CA - EQ Reconstruction
BOPLine,BOPTerrorismBioChemExcl,Exclude Bio-Chem Terroris w/cap
BOPLine,BOPToolsSchedCov,Contractors Tools - Scheduled
BOPLine,BOPBarberCov,Barber/Beautician Liability
BOPLine,BOPPropertyCov,Policywide Property Deductible
BOPLine,BOPY2KIncomeExpenseCov,Income/Expense - Electronic Equip.
BOPLine,BOPOverflowCov,Water Backup and Sump Overflow
BOPLine,BOPAdditionalCov,Special Coverage Packages
BOPLine,BOPCAEqBldgSubCov,CA EQ - Building Sublimits
BOPLine,BOPPesticideApplicatorCov,Pesticide Applicator Coverage
BOPLine,BOPGuestSafeDepCov,Guests Property In Safe Deposit
BOPLine,BOPVetCov,Veterinarian Liability
BOPLine,BusIncChangeCov,Bus. Inc. Waiting Period Change
BOPLine,BOPHiredAuto,Hired Auto
BOPLine,BOPTenantsLiabilityCov,Tenants Liability
BOPLine,BOPWaiveSubroCond,Waiver of Subrogation
BOPLine,BOPMechBreakdownCov,Mechanical Breakdown
BOPLine,BOPMATenantReloCov,MA - Apartment Coverage
BOPLine,BOPAlaskaAFGLCov,AK - Attorney Fees - GL
BOPLine,BOPUtilTimeCov,Utilities - Time Element
BOPLine,BOPTerrorismLtdExcl,Terrorism - Limited Exclusion w/ Cap
BOPLine,BOPGuestPropCov,Guest's Property
BOPLine,BOPLocWindHailCov,Windstorm/Hail
BOPLine,BOPForgeAltCov,Forgery and Alteration
BOPLine,BOPOutdoorProp,Outdoor Property
BOPLine,BOPCertTerrorCap,Terror - Cap on Cert. Acts
BOPLine,BOPCertTerrorismExcl,Exclude Cert Acts of Terror
BOPLine,BOPFungiPropCov,Limited Fungi Coverage (Property)
BOPLine,BOPEmpDisCov,Employee Dishonesty
BOPLine,BOPLiquorEvents,Liquor Liability - Event Only
BOPLine,BOPAggLimitProjCov,Aggregate Limits of Insurance - Projects
BOPLine,BOPLiabilityCov,Liability
BOPLine,BOPEqSpBldgCov,Earthquake - Sprinkler Leakage
BOPLine,BOPOrdinanceCov,Ordinance or Law
BOPLine,BOPVacancyCov,Vacancy Permit
BOPLine,BOPEqBldgCov,Earthquake
BOPLine,BOPEmpBenefits,Employee Benefits Liability
BOPLine,BOPY2KPremOnlyCov,Computer Liability-Premises Only
BOPLine,BOPPersPropOffPrem,Personal Property Off Premises
BOPLine,BOPTenantFireCov,Tenants Fire Liability
BOPLine,BOPBusIncPayrollCov,Business Income - Ordinary Payroll
BOPLine,BOPLiquorRemoveExc,Liquor Liability - Remove Exclusion
BOPLine,BOPDesigPremProj,Designated Premises or Project Limitation
BOPLine,BOPOutSignCov,Outdoor Signs
BOPLine,BOPBusIncDepPrpCov,Business Income - Dependent Property
BOPLine,BOPHearingAidCov,Hearing Aid / Optician Liability
BOPLine,BOPPersonalPropCov,Business Personal Property
BOPLine,BOPY2KLimitedCov,Computer Limited Liability Coverage
BOPLine,BOPFoodContamCov,Food Contamination Coverage
BOPLine,BOPElectricalSchedCov,Electrical Equipment - Scheduled
BOPLine,BOPUtilDirectCov,Utilities - Direct Damage
BOPLine,BOPToolsInstallUnschedCov,Contractors Tools/Installation
BOPLine,BOPSelfStorCov,Self Storage Coverage
BOPLine,BOPBusIncExtCov,Business Income - Extended Period
BOPLine,BOPPrinterCov,Printers Errors and Omissions
BOPLine,BOPNewAcquiredOrgCov,Newly Acquired Organization Coverage
BOPLine,BOPMALeadPoisonCov,MA - Lead Poisoning
BOPLine,BOPPersAdvertInj,Personal and Advertising Injury
BOPLine,BOPMineSubCov,Mine Subsidence
BOPLine,BOPCondoAssnCov,Condo Association Coverage
BOPLine,BOPTerrorismAllExcl,Exclude Cert/NonCert Acts of Terror
BOPLine,BOPPollutionCov,Pollution - Limited Liability Extension
BOPLine,BOPCert_BioChemExcl,Exclude Cert Acts+BioChem Terror
GLLine,ExcludeStreetsRoadsBridges,"Exclude - Streets, Roads, Bridges"
GLLine,GLPollutionShortTermCov,Short Term Pollution Coverage
GLLine,GLDeductible,GL Deductible
GLLine,GLCancellationEarlierNotice,Cancellation - Earlier Notice
GLLine,ExcludePollutionXHeatHostileFire,Exclude Pollution - Except Heating Equip & Hostile Fire
GLLine,ExcludeRiotCivilCommotion,Exclude - Riot or Civil Unrest
GLLine,ExcludeProdCompOps,Exclude - Products / Completed Ops
GLLine,GLCGLCov,General Liability
GLLine,ExcludeDamageRentedPremises,Exclude - Damage to Rented Premises
GLLine,XCUHazardsAllowed,XCU Hazards Allowed
GLLine,ExcludeLawEnforcement,Exclude - Law Enforcement
GLLine,ExcludeDesigPremises,Exclude Designated Premises
GLLine,ExcludeDamageSubContractorWork,Exclude - Damage to Subcontractors Work
GLLine,ExcludeProfLiabContractor,Exclude Prof Liab - Contractors
GLLine,ExcludeAbuseMolestation,Exclude - Abuse or Molestation
GLLine,AggLimitsLocationProject,Aggregate Limits by Location/Project
GLLine,ExcludeFungi,Exclude - Fungi or Bacteria
GLLine,ExcludePollutionAbsolute,Exclude Pollution - Absolute
GLLine,ExcludeProfLiabWebDesign,Exclude Prof Liab - Web Site Design
GLLine,ProductWithdrawalLtd,Product Withdrawal - Limited
GLLine,ClaimsMadeSupplementalRptng,Claims Made - Supplemental Reporting
GLLine,GLPollutionDesignatedCov,Designated Pollutants
GLLine,ExcludeY2KCompAndElecProbSchedule,Exclude Y2K Computer Related And Other Electronic Problems - Excl of Specd Covs For Designate Products Or Completed Ops
GLLine,AmendExtRepPerdSpecLocSchedule,Amendment of Section V - Extended Reporting Periods For Specific Locations
GLLine,GLAddInjuryLeasedWorkers,Coverage for Injury to Leased Workers
GLLine,ExcludePersAdvrtInjury,Exclude - Personal & Advertising Injury
GLLine,ExcludeEOInternetSrvProvider,Exclude E&O - Internet Service Provider
GLLine,ExcludeIntercompanyProducts,Exclude - Intercompany Products Suits
GLLine,GLTerritory,Territory - Redefined
GLLine,ExcludeEmployeesAsInsureds,Exclude Employees as Insureds
GLLine,GLArbitrationCond,Arbitration
GLLine,ExludeDesigSiteOpsSubContractWork,Exclude Designated Site/Ops - Damage to Subcontractors Work
GLLine,GLContractualLiabRR,Contractual Liability - Railroads
GLLine,GLLiquorEndorsement,Liquor Liability Endorsement
GLLine,ExcludeY2KDesignated,Exclude Y2K Designated Exposure
GLLine,GLUndergroundResourceCov,Underground Resources And Equip Coverage
GLLine,ExcludeProfLiabComputingSrvc,Exclude Prof Liab - Computing Services
GLLine,GLVendorsExcess,Vendors Excess Provision
GLLine,ExcludeY2KOptions,Exclude Y2K Exposure
GLLine,ExcludeDesigProfService,Exclude Designated Professional Service
GLLine,ExcludeERPL,Exclude Employment Related Practices
GLLine,XCUSpecified,XCU - Specified
GLLine,ExcludeEOTestConsult,Exclude E&O - Testing / Consulting
GLLine,Y2KLimitedCov,Y2K/Computer - Limited
GLLine,ExcludePersAdvrtInjuryLawyer,Exclude - Personal & Advertising Injury - Lawyers
GLLine,GLLawnCare,Lawn Care Services
GLLine,ExcludeDesigOperations,Exclude Designated Operations
GLLine,ExcludeEOTelecommSrvcProvider,Exclude E&O -Telecomm Service Provider
GLLine,GLElectronicDataLiability,Electronic Data Liability
GLLine,GLWaiveImmunity,Waiver of Immunity
GLLine,ExcludeFinancialServices,Exclude - Financial Services
GLLine,ExcludeDesigWrapUpOps,Exclude Designated Wrap Up Operations
GLLine,ExcludeProducts,Exclude Designated Products
GLLine,GLInsuredContractDefinition,Amend Insured Contract Definition
GLLine,PollutionBroadLimited,Pollution Coverage
GLLine,LimitCovPremiseProject,Limit Coverage to Designated Premises/Projects
GLLine,GLLimitedPAandInjuryCov,Ltd Contractual Liab for Personal and Advertising
GLLine,GLEmpBenefitsLiabilityCov,Employee Benefits Liability
GLLine,GLGovSubdivisions,Governmental Subdivisions
GLLine,AmendExtRepPerdSpecProdWorkSchedule,Amendment of Section V - Extended Reporting Periods For Specific Products or Work
GLLine,GLWaiveSubrogation,Waiver of Subrogation
GLLine,AmendExtRepPerdSpecAccidSchedule,Amendment of Section V - Extended Reporting Periods For Specific Accidents
GLLine,ExcludeProfLiabContractorLimited,"Exclude Prof Liab - Contractors, Limited"
GLLine,GLLtdFungiBacteriaCov,Limited Fungi or Bacteria Coverage
GLLine,GLAddCondoCov,Condominiums
GLLine,ExcludeDesigAccProdLocClaimsMade,"Exclude Designated Accident, Product/Work or Location"
GLLine,ExcludeProfLiabEDP,Exclude Prof Liab - Data Processing
GLLine,ExcludeDesigWork,Exclude Designated Work
GLLine,ExcludeVolunteers,Exclude Volunteer Workers
GLLine,ExcludeNewEntities,Exclude - New Entities
GLLine,ExcludePollutionXHostileFire,Exclude Pollution - Except Hostile Fire
GLLine,ExcludeExteriorInsulation,Exclude - Exterior Insulation & Finish Systems
GLLine,ExludeXCULocationHazard,Exclude Designated XCU Location / Operation
GLLine,ClaimsMadeExtendedSpecificRpting,Extended Reporting - Specific
GLLine,GLAmendLiquorLiability,Amend Liquor Liability
GLLine,GLPestHerbicideApplicatorSchedule,Pesticide Or Herbicide Applicator Coverage
GLLine,GLContractLiabilityLimitation,Contract Liability Limitation
GLLine,ExcludeUGResourcesEquip,Exclude - UG Resources or Equipment
GLLine,ExcludeAthleticParticipant,Exclude - Athletic or Sports Participants
GLLine,ExcludeFiduciaryLiab,Exclude - Fiduciary Liability
GLLine,ExcludeEOConstructionMgt,Exclude E&O - Construction Mgt
WRBGPolicyLine_WRBGeneralLiabilityLine,WGLExcAdditionalTreeLotsAndFarms,null
CR7Line,CR7CCSafeDepositoryLossOfCustomersPropertyInSafeDe,Safe Depository - Loss Of Customers' Property - In Safe Deposit Boxes
CR7Line,CR7GFFAddFaithfulPerformanceOfDutyCovForSpecifiedG,Add Faithful Performance Of Duty Coverage For Specified Government Employees Or Positions
CR7Line,CR7GCExtendDefinitionOfPremisesToIncludePortionOfG,Extend Definition Of Premises To Include Portion Of Grounds Enclosed By Fence Or Wall
CR7Line,CR7GFFEmplTheftOfClientsProperty,Employee Theft Of Clients' Property
CR7Line,CR7ExcludeSpecifiedPropertyFidelity1,Exclude Specified Property
CR7Line,CR7CCIncreaseLimitOfInsPerGuest,Increase Limit Of Insurance Per Guest
CR7Line,CR7GovtFidelityIncludeExpensesIncurredToEstablish1,Include Expenses Incurred To Establish Amount Of Covered Loss
CR7Line,CR7CFFBanksForCooperativesAndFedIntermediateCredit,Banks For Cooperatives And Federal Intermediate Credit Banks
CR7Line,CR7GovtFidelityInsuringAgreementsEmpTheftPerLoss1,Employee Theft - Per Loss
CR7Line,CR7GFFIncludeStudentsAsEmpls,Include Students As Employees
CR7Line,CR7InsidePremTheftMoneySecurities,Inside the Premises - Theft of Money and Securities
CR7Line,CR7SublimitsMoneySecuritiesChecks,"Provide Sublimits For Money, Securities Or Checks"
CR7Line,CR7IncldOfficersEmpsActingAsEFTSAgentAsEmps,Include Officers And Employees Of Federal Reserve Bank Acting As Efts Agent As Employees
CR7Line,CR7GFIncludeCompSoftwareContractorsAsEmpls,Include Computer Software Contractors As Employees
CR7Line,CR7IncludeRetroDateForNamedInsured,Include Retroactive Date
CR7Line,CR7GFFIncludeExpensesIncurredToEstablishAmountOfCo,Include Expenses Incurred To Establish Amount Of Covered Loss
CR7Line,CR7IncludeTreasurersOrTaxCollectorsAsEmpls1,Include Treasurers Or Tax Collectors As Employees
CR7Line,CR7CFFChangeScheduleLossSustainedForm,Change Schedule (Loss Sustained Form)
CR7Line,CR7WaiveActsCommittedByEmplsOrERISAPlanOfficialsBe,Waive Acts Committed By Employees Or ERISA Plan Officials Below An Amount
CR7Line,CR7PolicyChangeLossSustainedForm,Policy Change (Loss Sustained Form)
CR7Line,CR7FidelityClientsProperty,Clients' Property
CR7Line,CR7GFCompAndFundsTransferFraud,Computer And Funds Transfer Fraud
CR7Line,CR7InsidePremRobberySafeBurgOtherProp,Inside the Premises - Robbery or Safe Burglary of Other Property
CR7Line,CR7CCSafeDepository,Safe Depository
CR7Line,CR7ChangeExtddPeriodToDiscoverLoss,Change Extended Period To Discover Loss
CR7Line,CR7SecuritiesDepositedWithOthers1,Securities Deposited With Others
CR7Line,CR7CFIncludePartnersAsEmpls,Include Partners As Employees
CR7Line,CR7InsidePremRobberySafeBurgOtherPropIncrLimitSpec,Inside Prem Robbery Safe Burg Other Prop Incr Limit Specd Periods
CR7Line,CR7CommlCR7IncreaseLimitForSpecifiedPeriods1,Increase Limit Of Insurance For Specified Periods
