LOB,CoverageName,CoverageCode
WCMLine,Insurance Company As Insured Endorsement,WCMInsuranceCompanyAsInsuredEndorsement
WCMLine,Contingent Experience Rating Modification Factor Endorsement,WCMContingentExperienceRatingModificationFactorEnd
WCMLine,Oil Gas Or Other Mineral Operations On Or Over Water Coverage Incr Limits,WCMOilGasOrOtherMineralOpsOnOrOverWaterCovIncrLmts
WCMLine,Residing Relatives Exclusion,WCMResidingRelativesExcl
WCMLine,Alternate Employer Endorsement (Excluding Employers Liability Coverage),WCMAlternateEmployerEndorsementExcludingEmployersL
WCMLine,Designated Locations Exclusion,WCMDesignatedLocationsExcl
WCMLine,Wisconsin Employee Leasing Company Endorsement - Multiple Coordinated Policy (MCP),WCMEmplLeasingCompanyEndorsementMultipleCoordinate
WCMLine,Texas Covered Employee Exclusion Endorsement For Policy Covering Direct Employees Of A Client,WCMCovrdEmplExclEndorsementForPolicyCoveringDirect
WCMLine,Occasional Private Residence Exposure,WCMOccasionalPrivateResidenceExposure
WCMLine,Merit Rating Endorsement,WCMMeritRatingEndorsement
WCMLine,Acquisition Expense Discount,WCMAcquisitionExpenseDiscount
WCMLine,Experience Rating Modification Factor Endorsement,WCMExperienceRatingModificationFactorEndorsement
WCMLine,Experience Mod,WCMExperienceMod
WCMLine,Alaska Contracting Classification Premium Adjustment Endorsement,WCMAKContractingClassificationPremiumAdjustmentEnd
WCMLine,Missouri Exclusion Of Additional Mesothelioma Benefits Endorsement,WCMExclOfAdditionalMesotheliomaBenefitsEndorsement
WCMLine,North Carolina Controlled Insurance Program - Amendatory Endorsement,WCMControlledInsuranceProgramEndorsement
WCMLine,Florida Rural Utilities Service Endorsement,WCMFLRuralUtilitiesServiceEndorsement
WCMLine,Wisconsin Real Estate Salespersons Endorsement,WCMRealEstateSalespersonsEndorsement
WCMLine,New Jersey Participating Provision Endorsement,WCMParticipatingProvisionEndorsement
WCMLine,"Iowa Executive Officers, Sole Proprietors, Partners, Members And Mgrs Of Lmtd Liability Cos And Others, Ben Level Selection Endt",WCMExecutiveOfficersSoleProprietorsPartnersMembers
WCMLine,Kansas Pending Loss Cost Endorsement,WCMPendingLossCostEndorsement
WCMLine,State Expense Constant,WCMStateExpenseConstant
WCMLine,Rating Effective Date Endorsement,WCMRatingEffDtEndorsement
WCMLine,Alcohol And Drug Free Workplace Premium Credit Endorsement,WCMAlcoholAndDrugFreeWorkplacePremiumCreditEndorse
WCMLine,Spouse Of Insured Endorsement - Pennsylvania,WCMSpouseOfInsuredEndorsement
WCMLine,Risk Modeling Plan,WCMRiskModelingPlan
WCMLine,Missouri Notification Of Additional Mesothelioma Benefits Endorsement,WCMNotificationOfAdditionalMesotheliomaBenefitsEnd
WCMLine,Class Coverage,WCMClass
WCMLine,"New York Sole Proprietors, Partners and Members of LLC's, PSLC's, RLLP's, etc. Exclusion  Endorsement",WCMSolePropLLCExclEndors_Ext
WCMLine,Second Injury Fund Surcharge,WCMMOSecondInjFundAssessment
WCMLine,Group Discount,WCMCAAffinityGroupDiscount
WCMLine,Alabama Merit Rating Endorsement,WCMALMeritRatingEndorsement
WCMLine,State Assessment,WCMStateAssessment
WCMLine,Total Premium,WCMTotalPremium
CPLine,Extra Expense Coverage,CPBldgExtraExpenseCov
CPLine,Business Personal Property Coverage,CPBPPCov
CPLine,CPBlanket Coverage,CPBlanketCov
CPLine,Business Income Coverage,CPBldgBusIncomeCov
CPLine,Building Coverage,CPBldgCov
CPLine,Business Personal Property - Separation of Coverage (Stock),CPBldgStockCov
BOPLine,Functional Business Personal Property,BOPFuncPerPropCov
BOPLine,FD Service Contract,BOPFDService
BOPLine,Building,BOPBuildingCov
BOPLine,Vacancy Change Coverage,BOPVacancyChangeCov
BOPLine,Condo Unit Owner,BOPCondoUnitOwnCov
BOPLine,Funeral Director Liability,BOPFuneralDirCov
BOPLine,Money and Securities,BOPMoneySecCov
BOPLine,Non-owned Auto Liability,BOPNonOwnedAutoCov
BOPLine,Spoilage,BOPSpoilageCov
BOPLine,Pharmacist Limited Liability Coverage,BOPPharmacistCov
BOPLine,Premises Medical Expense,BOPMedExpCov
BOPLine,Leased Workers - Injury Coverage,BOPLeasedWorkerInjCov
BOPLine,Accounts Receivable,BOPReceivablesCov
BOPLine,Motel Coverage,BOPMotelCov
BOPLine,Waive Insurance to Value,BOPWaiveInsurToValue
BOPLine,Liquor Liability Coverage,BOPLiquorCov
BOPLine,Valuable Papers,BOPValuablePapersCov
BOPLine,Burglary and Robbery,BOPBurgRobCov
BOPLine,Personal Effects,BOPPersonalEffects
BOPLine,Computer/Funds Transfer Fraud,BOPComputerFraudCov
BOPLine,Employee Benefits Extended Reporting,BOPEmpBenExtRpting
BOPLine,CA - EQ Reconstruction,BOPCAEqBldgRecCov
BOPLine,Exclude Bio-Chem Terroris w/cap,BOPTerrorismBioChemExcl
BOPLine,Contractors Tools - Scheduled,BOPToolsSchedCov
BOPLine,Barber/Beautician Liability,BOPBarberCov
BOPLine,Policywide Property Deductible,BOPPropertyCov
BOPLine,Income/Expense - Electronic Equip.,BOPY2KIncomeExpenseCov
BOPLine,Water Backup and Sump Overflow,BOPOverflowCov
BOPLine,Special Coverage Packages,BOPAdditionalCov
BOPLine,CA EQ - Building Sublimits,BOPCAEqBldgSubCov
BOPLine,Pesticide Applicator Coverage,BOPPesticideApplicatorCov
BOPLine,Bus. Inc. Waiting Period Change,BusIncChangeCov
BOPLine,Guests Property In Safe Deposit,BOPGuestSafeDepCov
BOPLine,Veterinarian Liability,BOPVetCov
BOPLine,Hired Auto,BOPHiredAuto
BOPLine,Tenants Liability,BOPTenantsLiabilityCov
BOPLine,Waiver of Subrogation,BOPWaiveSubroCond
BOPLine,Mechanical Breakdown,BOPMechBreakdownCov
BOPLine,MA - Apartment Coverage,BOPMATenantReloCov
BOPLine,Utilities - Time Element,BOPUtilTimeCov
BOPLine,AK - Attorney Fees - GL,BOPAlaskaAFGLCov
BOPLine,Terrorism - Limited Exclusion w/ Cap,BOPTerrorismLtdExcl
BOPLine,Guest's Property,BOPGuestPropCov
BOPLine,Windstorm/Hail,BOPLocWindHailCov
BOPLine,Forgery and Alteration,BOPForgeAltCov
BOPLine,Outdoor Property,BOPOutdoorProp
BOPLine,Exclude Cert Acts of Terror,BOPCertTerrorismExcl
BOPLine,Terror - Cap on Cert. Acts,BOPCertTerrorCap
BOPLine,Limited Fungi Coverage (Property),BOPFungiPropCov
BOPLine,Employee Dishonesty,BOPEmpDisCov
BOPLine,Liquor Liability - Event Only,BOPLiquorEvents
BOPLine,Aggregate Limits of Insurance - Projects,BOPAggLimitProjCov
BOPLine,Liability,BOPLiabilityCov
BOPLine,Earthquake - Sprinkler Leakage,BOPEqSpBldgCov
BOPLine,Ordinance or Law,BOPOrdinanceCov
BOPLine,Vacancy Permit,BOPVacancyCov
BOPLine,Earthquake,BOPEqBldgCov
BOPLine,Employee Benefits Liability,BOPEmpBenefits
BOPLine,Computer Liability-Premises Only,BOPY2KPremOnlyCov
BOPLine,Personal Property Off Premises,BOPPersPropOffPrem
BOPLine,Business Income - Ordinary Payroll,BOPBusIncPayrollCov
BOPLine,Tenants Fire Liability,BOPTenantFireCov
BOPLine,Designated Premises or Project Limitation,BOPDesigPremProj
BOPLine,Liquor Liability - Remove Exclusion,BOPLiquorRemoveExc
BOPLine,Outdoor Signs,BOPOutSignCov
BOPLine,Business Income - Dependent Property,BOPBusIncDepPrpCov
BOPLine,Hearing Aid / Optician Liability,BOPHearingAidCov
BOPLine,Business Personal Property,BOPPersonalPropCov
BOPLine,Computer Limited Liability Coverage,BOPY2KLimitedCov
BOPLine,Food Contamination Coverage,BOPFoodContamCov
BOPLine,Electrical Equipment - Scheduled,BOPElectricalSchedCov
BOPLine,Utilities - Direct Damage,BOPUtilDirectCov
BOPLine,Contractors Tools/Installation,BOPToolsInstallUnschedCov
BOPLine,Self Storage Coverage,BOPSelfStorCov
BOPLine,Business Income - Extended Period,BOPBusIncExtCov
BOPLine,Newly Acquired Organization Coverage,BOPNewAcquiredOrgCov
BOPLine,Printers Errors and Omissions,BOPPrinterCov
BOPLine,MA - Lead Poisoning,BOPMALeadPoisonCov
BOPLine,Personal and Advertising Injury,BOPPersAdvertInj
BOPLine,Mine Subsidence,BOPMineSubCov
BOPLine,Exclude Cert/NonCert Acts of Terror,BOPTerrorismAllExcl
BOPLine,Condo Association Coverage,BOPCondoAssnCov
BOPLine,Pollution - Limited Liability Extension,BOPPollutionCov
BOPLine,Exclude Cert Acts+BioChem Terror,BOPCert_BioChemExcl
GLLine,"Exclude - Streets, Roads, Bridges",ExcludeStreetsRoadsBridges
GLLine,Short Term Pollution Coverage,GLPollutionShortTermCov
GLLine,GL Deductible,GLDeductible
GLLine,Cancellation - Earlier Notice,GLCancellationEarlierNotice
GLLine,Exclude Pollution - Except Heating Equip & Hostile Fire,ExcludePollutionXHeatHostileFire
GLLine,Exclude - Riot or Civil Unrest,ExcludeRiotCivilCommotion
GLLine,Exclude - Products / Completed Ops,ExcludeProdCompOps
GLLine,General Liability,GLCGLCov
GLLine,XCU Hazards Allowed,XCUHazardsAllowed
GLLine,Exclude - Damage to Rented Premises,ExcludeDamageRentedPremises
GLLine,Exclude - Law Enforcement,ExcludeLawEnforcement
GLLine,Exclude Designated Premises,ExcludeDesigPremises
GLLine,Exclude - Damage to Subcontractors Work,ExcludeDamageSubContractorWork
GLLine,Exclude Prof Liab - Contractors,ExcludeProfLiabContractor
GLLine,Exclude - Abuse or Molestation,ExcludeAbuseMolestation
GLLine,Aggregate Limits by Location/Project,AggLimitsLocationProject
GLLine,Exclude - Fungi or Bacteria,ExcludeFungi
GLLine,Exclude Pollution - Absolute,ExcludePollutionAbsolute
GLLine,Exclude Prof Liab - Web Site Design,ExcludeProfLiabWebDesign
GLLine,Product Withdrawal - Limited,ProductWithdrawalLtd
GLLine,Claims Made - Supplemental Reporting,ClaimsMadeSupplementalRptng
GLLine,Designated Pollutants,GLPollutionDesignatedCov
GLLine,Exclude Y2K Computer Related And Other Electronic Problems - Excl of Specd Covs For Designate Products Or Completed Ops,ExcludeY2KCompAndElecProbSchedule
GLLine,Amendment of Section V - Extended Reporting Periods For Specific Locations,AmendExtRepPerdSpecLocSchedule
GLLine,Coverage for Injury to Leased Workers,GLAddInjuryLeasedWorkers
GLLine,Exclude E&O - Internet Service Provider,ExcludeEOInternetSrvProvider
GLLine,Exclude - Personal & Advertising Injury,ExcludePersAdvrtInjury
GLLine,Exclude - Intercompany Products Suits,ExcludeIntercompanyProducts
GLLine,Territory - Redefined,GLTerritory
GLLine,Exclude Employees as Insureds,ExcludeEmployeesAsInsureds
GLLine,Arbitration,GLArbitrationCond
GLLine,Exclude Designated Site/Ops - Damage to Subcontractors Work,ExludeDesigSiteOpsSubContractWork
GLLine,Contractual Liability - Railroads,GLContractualLiabRR
GLLine,Liquor Liability Endorsement,GLLiquorEndorsement
GLLine,Underground Resources And Equip Coverage,GLUndergroundResourceCov
GLLine,Exclude Y2K Designated Exposure,ExcludeY2KDesignated
GLLine,Exclude Prof Liab - Computing Services,ExcludeProfLiabComputingSrvc
GLLine,Vendors Excess Provision,GLVendorsExcess
GLLine,Exclude Y2K Exposure,ExcludeY2KOptions
GLLine,Exclude Designated Professional Service,ExcludeDesigProfService
GLLine,Exclude Employment Related Practices,ExcludeERPL
GLLine,XCU - Specified,XCUSpecified
GLLine,Exclude E&O - Testing / Consulting,ExcludeEOTestConsult
GLLine,Y2K/Computer - Limited,Y2KLimitedCov
GLLine,Exclude - Personal & Advertising Injury - Lawyers,ExcludePersAdvrtInjuryLawyer
GLLine,Lawn Care Services,GLLawnCare
GLLine,Exclude Designated Operations,ExcludeDesigOperations
GLLine,Exclude E&O -Telecomm Service Provider,ExcludeEOTelecommSrvcProvider
GLLine,Electronic Data Liability,GLElectronicDataLiability
GLLine,Waiver of Immunity,GLWaiveImmunity
GLLine,Exclude - Financial Services,ExcludeFinancialServices
GLLine,Exclude Designated Wrap Up Operations,ExcludeDesigWrapUpOps
GLLine,Exclude Designated Products,ExcludeProducts
GLLine,Amend Insured Contract Definition,GLInsuredContractDefinition
GLLine,Pollution Coverage,PollutionBroadLimited
GLLine,Limit Coverage to Designated Premises/Projects,LimitCovPremiseProject
GLLine,Ltd Contractual Liab for Personal and Advertising,GLLimitedPAandInjuryCov
GLLine,Employee Benefits Liability,GLEmpBenefitsLiabilityCov
GLLine,Governmental Subdivisions,GLGovSubdivisions
GLLine,Amendment of Section V - Extended Reporting Periods For Specific Products or Work,AmendExtRepPerdSpecProdWorkSchedule
GLLine,Waiver of Subrogation,GLWaiveSubrogation
GLLine,Amendment of Section V - Extended Reporting Periods For Specific Accidents,AmendExtRepPerdSpecAccidSchedule
GLLine,"Exclude Prof Liab - Contractors, Limited",ExcludeProfLiabContractorLimited
GLLine,Limited Fungi or Bacteria Coverage,GLLtdFungiBacteriaCov
GLLine,Condominiums,GLAddCondoCov
GLLine,"Exclude Designated Accident, Product/Work or Location",ExcludeDesigAccProdLocClaimsMade
GLLine,Exclude Prof Liab - Data Processing,ExcludeProfLiabEDP
GLLine,Exclude Volunteer Workers,ExcludeVolunteers
GLLine,Exclude Designated Work,ExcludeDesigWork
GLLine,Exclude - New Entities,ExcludeNewEntities
GLLine,Exclude Pollution - Except Hostile Fire,ExcludePollutionXHostileFire
GLLine,Exclude - Exterior Insulation & Finish Systems,ExcludeExteriorInsulation
GLLine,Exclude Designated XCU Location / Operation,ExludeXCULocationHazard
GLLine,Extended Reporting - Specific,ClaimsMadeExtendedSpecificRpting
GLLine,Amend Liquor Liability,GLAmendLiquorLiability
GLLine,Pesticide Or Herbicide Applicator Coverage,GLPestHerbicideApplicatorSchedule
GLLine,Contract Liability Limitation,GLContractLiabilityLimitation
GLLine,Exclude - Athletic or Sports Participants,ExcludeAthleticParticipant
GLLine,Exclude - UG Resources or Equipment,ExcludeUGResourcesEquip
GLLine,Exclude - Fiduciary Liability,ExcludeFiduciaryLiab
GLLine,Exclude E&O - Construction Mgt,ExcludeEOConstructionMgt
WRBGPolicyLine_WRBGeneralLiabilityLine,null,WGLExcAdditionalTreeLotsAndFarms
CR7Line,Safe Depository - Loss Of Customers' Property - In Safe Deposit Boxes,CR7CCSafeDepositoryLossOfCustomersPropertyInSafeDe
CR7Line,Add Faithful Performance Of Duty Coverage For Specified Government Employees Or Positions,CR7GFFAddFaithfulPerformanceOfDutyCovForSpecifiedG
CR7Line,Extend Definition Of Premises To Include Portion Of Grounds Enclosed By Fence Or Wall,CR7GCExtendDefinitionOfPremisesToIncludePortionOfG
CR7Line,Employee Theft Of Clients' Property,CR7GFFEmplTheftOfClientsProperty
CR7Line,Provide Notice Of Cancellation Or Termination To Another Entity,CR7ProvideNoticeOfCncltnToAnotherEnt
CR7Line,Decrease Limit Of Insurance While Premises Not Open For Business: Robbery Or Safe Burglary Of Other Property,CR7GCDecreaseLimitOfInsNotOpenInsideRobberyOrSafeB
CR7Line,Increase Limit Of Insurance Per Guest,CR7CCIncreaseLimitOfInsPerGuest
CR7Line,Exclude Designated Persons Or Classes Of Persons As Employees,CR7GFExcludeDesignatedPersonsOrClassesOfPersonsAsE
CR7Line,Waive Acts Committed By Employees Below An Amount,CR7WaiveActsCommittedByEmplsBelowAnAmount
CR7Line,Experience Rating Modification Year 1,CR7ExperienceRatingModificationYear12
CR7Line,Experience Rating Modification Year 1,CR7ExperienceRatingModificationYear11
CR7Line,Experience Rating Modification Year 1,CR7ExperienceRatingModificationYear14
CR7Line,Banks For Cooperatives And Federal Intermediate Credit Banks,CR7CFFBanksForCooperativesAndFedIntermediateCredit
CR7Line,Include Students As Employees,CR7GFFIncludeStudentsAsEmpls
CR7Line,Amend Verification Condition,CR7GCAmendVerificationCondition
CR7Line,Increase Limit of Insurance: Robbery Or Safe Burglary Of Other Property,CR7GCIncreaseLimitOfInsInsideRobberyOrSafeBurglary
CR7Line,Include Covered Property In Custody Of Designated Agents: Outside The Premises,CR7CCIncludeCovrdPropertyInCustodyOutsideThePremis
CR7Line,Include Computer Software Contractors As Employees,CR7GFIncludeCompSoftwareContractorsAsEmpls
CR7Line,Lessees of Safe Deposit Boxes - Burglary Or Robbery Of Other Property,CR7CCLesseesOfSafeDepositBoxesBurglaryOrRobberyOf1
CR7Line,Include Retroactive Date,CR7IncludeRetroDateForNamedInsured
CR7Line,Include Expenses Incurred To Establish Amount Of Covered Loss,CR7GFFIncludeExpensesIncurredToEstablishAmountOfCo
CR7Line,Change Schedule (Loss Sustained Form),CR7CFFChangeScheduleLossSustainedForm
CR7Line,Waive Acts Committed By Employees Or ERISA Plan Officials Below An Amount,CR7WaiveActsCommittedByEmplsOrERISAPlanOfficialsBe
CR7Line,Policy Change (Loss Sustained Form),CR7PolicyChangeLossSustainedForm
CR7Line,Computer And Funds Transfer Fraud,CR7GFCompAndFundsTransferFraud
CR7Line,ERISA Employee Benefit Plans - Schedule Limit Of Insurance,CR7CFERISAEmplBenefitPlansScheduleLimitOfIns
CR7Line,Non-ERISA Employee Benefit Plans - Schedule Limit Of Insurance,CR7GFNonERISAEmplBenefitPlansScheduleLimitOfIns
CR7Line,Safe Depository,CR7CCSafeDepository
CR7Line,Change Extended Period To Discover Loss,CR7ChangeExtddPeriodToDiscoverLoss
CR7Line,Include Partners As Employees,CR7CFIncludePartnersAsEmpls
CR7Line,Require Record Of Checks,CR7CCRequireRecordOfChecks
CR7Line,Include Designated Persons Or Classes Of Persons As Employees,CR7CFIncludeDesignatedPersonsOrClassesOfPersonsAsE
CR7Line,Include Specified Non-Compensated Officers As Employees,CR7GFFIncludeSpecifiedNonCompensatedOfficersAsEmpl
CR7Line,Include Virtual Currency As Money: Employee Theft,CR7GFFIncludeVirtualCurrencyAsMoneyEmpTheft
CR7Line,"Include As Joint Insured(s) - Employee Benefit Plans (Omnibus"" Provision)""",CR7IncludeAsJointInsuredsEmplBenefitPlansOmnibusPr
CR7Line,Outside The Premises,CR7CCOutsideThePremises
CR7Line,Forgery Of Negotiable Instruments,CR7CFForgeryOfNegotiableInstruments
CR7Line,Insured At Military Center,CR7CFFInsuredAtMilitaryCenter
CR7Line,Include Specified Non-Compensated Officers As Employees,CR7CFIncludeSpecifiedNonCompensatedOfficersAsEmpls
CR7Line,Include Expenses Incurred To Establish Amount Of Covered Loss: Employee Theft,CR7GFFIncludeExpensesIncurredToEstablishAmountOfC1
CR7Line,ERISA Plan Official Dishonesty,CR7CFERISAPlanOfficialDishonesty
CR7Line,Rural Utilities Service Joint Insured,CR7CFRuralUtilitiesServiceJointInsured
CR7Line,"Include The Spouse And Children Of Building Manager, Superintendent Or Janitor As Employees",CR7CFFIncludeTheSpouseAndChildrenOfBuildingManager
CR7Line,Forgery Of Negotiable Instruments,CR7CFFForgeryOfNegotiableInstruments
